Event	ID	Name			Wwise Object Path	Notes
	1031089514	Debug			\Default Work Unit\Debug	
	2453392179	Player_Footstep			\Default Work Unit\Player\Player_Footstep	
	3629196698	Player_Land			\Default Work Unit\Player\Player_Land	

Switch Group	ID	Name			Wwise Object Path	Notes
	2471758783	Player_MovementSpeed			\Default Work Unit\Player\Player_MovementSpeed	
	4064446173	Surface_Type			\Default Work Unit\Player\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	712161704	Run	Player_MovementSpeed			
	2108779966	Walk	Player_MovementSpeed			
	1216965916	Stone	Surface_Type			
	2195636714	Dirt	Surface_Type			

Game Parameter	ID	Name			Wwise Object Path	Notes
	427483143	Player_LandHeight			\Default Work Unit\Player\Player_LandHeight	
	2471758783	Player_MovementSpeed			\Default Work Unit\Player\Player_MovementSpeed	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	48571930	BAS_Player_Footstep_dirt_walk_02	C:\Users\Niko Huttunen\Desktop\Personal\UnityProjects\WwiseDemoKonsa2024\WwiseDemoKonsa2024_WwiseProject\.cache\Windows\SFX\BAS_Player_Footstep_dirt_walk_02_89E8A5BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player\Footstep\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_walk\BAS_Player_Footstep_dirt_walk_02		41652
	99164870	BAS_Player_Footstep_dirt_walk_01	C:\Users\Niko Huttunen\Desktop\Personal\UnityProjects\WwiseDemoKonsa2024\WwiseDemoKonsa2024_WwiseProject\.cache\Windows\SFX\BAS_Player_Footstep_dirt_walk_01_89E8A5BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player\Footstep\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_walk\BAS_Player_Footstep_dirt_walk_01		47220
	105171383	debug	C:\Users\Niko Huttunen\Desktop\Personal\UnityProjects\WwiseDemoKonsa2024\WwiseDemoKonsa2024_WwiseProject\.cache\Windows\SFX\debug_89E8A5BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\debug		34854
	148276870	Player_Land_hi_03	C:\Users\Niko Huttunen\Desktop\Personal\UnityProjects\WwiseDemoKonsa2024\WwiseDemoKonsa2024_WwiseProject\.cache\Windows\SFX\Player_Land_hi_03_89E8A5BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player\Land\Land_VO\Player_Land_hi\Player_Land_hi_03		49252
	149239292	Player_Land_lo_04	C:\Users\Niko Huttunen\Desktop\Personal\UnityProjects\WwiseDemoKonsa2024\WwiseDemoKonsa2024_WwiseProject\.cache\Windows\SFX\Player_Land_lo_04_89E8A5BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player\Land\Land_VO\Player_Land_lo\Player_Land_lo_04		15114
	183621068	BAS_Player_Footstep_stone_run_04	C:\Users\Niko Huttunen\Desktop\Personal\UnityProjects\WwiseDemoKonsa2024\WwiseDemoKonsa2024_WwiseProject\.cache\Windows\SFX\BAS_Player_Footstep_stone_run_04_89E8A5BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player\Footstep\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\BAS_Player_Footstep_stone_run_04		26120
	197619755	Player_Land_hi_02	C:\Users\Niko Huttunen\Desktop\Personal\UnityProjects\WwiseDemoKonsa2024\WwiseDemoKonsa2024_WwiseProject\.cache\Windows\SFX\Player_Land_hi_02_89E8A5BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player\Land\Land_VO\Player_Land_hi\Player_Land_hi_02		53958
	200243249	Player_Land_lo_01	C:\Users\Niko Huttunen\Desktop\Personal\UnityProjects\WwiseDemoKonsa2024\WwiseDemoKonsa2024_WwiseProject\.cache\Windows\SFX\Player_Land_lo_01_89E8A5BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player\Land\Land_VO\Player_Land_lo\Player_Land_lo_01		10806
	201510570	BAS_Player_Footstep_dirt_run_05	C:\Users\Niko Huttunen\Desktop\Personal\UnityProjects\WwiseDemoKonsa2024\WwiseDemoKonsa2024_WwiseProject\.cache\Windows\SFX\BAS_Player_Footstep_dirt_run_05_89E8A5BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player\Footstep\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\BAS_Player_Footstep_dirt_run_05		23270
	209655538	BAS_Player_Footstep_stone_walk_05	C:\Users\Niko Huttunen\Desktop\Personal\UnityProjects\WwiseDemoKonsa2024\WwiseDemoKonsa2024_WwiseProject\.cache\Windows\SFX\BAS_Player_Footstep_stone_walk_05_89E8A5BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player\Footstep\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\BAS_Player_Footstep_stone_walk_05		47410
